$version 2
0,41.7,49.1,56.6
1,45.8,53.6,61.4
2,48.9,57.1,65.2
3,51.4,59.8,68.2
4,53.4,62.1,70.8
5,55.2,64.0,72.9
6,56.7,65.8,74.8
7,58.0,67.3,76.5
8,59.3,68.8,78.2
9,60.5,70.1,79.8
10,61.6,71.5,81.3
11,62.7,72.8,82.9
12,63.7,74.0,84.3
13,64.7,75.2,85.8
14,65.6,76.4,87.1
15,66.6,77.5,88.5
16,67.4,78.6,89.8
17,68.3,79.7,91.1
18,69.1,80.7,92.3
19,69.9,81.7,93.5
20,70.7,82.7,94.8
21,71.4,83.7,95.9
22,72.1,84.6,97.1
23,72.8,85.5,98.2
24,72.8,85.7,98.6
25,73.5,86.6,99.7
26,74.1,87.4,100.8
27,74.8,88.3,101.8
28,75.4,89.1,102.8
29,76.0,89.9,103.8
30,76.6,90.7,104.8
31,77.1,91.5,105.8
32,77.7,92.2,106.7
33,78.2,92.9,107.6
34,78.8,93.6,108.5
35,79.3,94.3,109.4
36,79.8,95.1,110.3
37,80.3,95.7,111.1
38,80.8,96.4,112.0
39,81.3,97.1,112.8
40,81.8,97.8,113.7
41,82.3,98.4,114.5
42,82.8,99.0,115.3
43,83.3,99.7,116.1
44,83.7,100.3,116.9
45,84.2,100.9,117.7
46,84.6,101.5,118.4
47,85.1,102.1,119.2
48,85.5,102.7,120.0
49,85.9,103.3,120.7
50,86.4,103.9,121.4
51,86.8,104.5,122.2
52,87.2,105.1,122.9
53,87.6,105.6,123.6
54,88.0,106.2,124.3
55,88.4,106.7,125.0
56,88.8,107.3,125.7
57,89.2,107.8,126.4
58,89.6,108.4,127.1
59,90.0,108.9,127.8
60,90.4,109.4,128.4
